Id; Description; Score; is secreted
F01_bin.1_00397; tRNA (guanine-N(1)-)-methyltransferase;-1.000000000000000;false
F01_bin.1_00398; Ribosome maturation factor RimM;-1.000000000000000;false
F01_bin.1_00399; hypothetical protein;-1.000000000000000;false
F01_bin.1_00400; Signal recognition particle protein;-1.000000000000000;false
F01_bin.1_00401; Selenocysteine-specific elongation factor;-1.000000000000000;false
F01_bin.1_00402; Sec-independent protein translocase protein TatA;-1.000000000000000;false
F01_bin.1_00403; Divalent-cation tolerance protein CutA;-1.000000000000000;false
F01_bin.1_00404; DNA gyrase subunit B;-1.000000000000000;false
F01_bin.1_00405; DNA gyrase subunit A;-1.000000000000000;false
F01_bin.1_00406; Cell division coordinator CpoB;-1.000000000000000;false
F01_bin.1_00407; hypothetical protein;-1.000000000000000;false
F01_bin.1_00408; Shikimate kinase;-1.000000000000000;false
F01_bin.1_00409; 3-phosphoshikimate 1-carboxyvinyltransferase;-1.000000000000000;false
F01_bin.1_00410; UvrABC system protein B;-1.000000000000000;false
F01_bin.1_00411; hypothetical protein;-1.000000000000000;false
F01_bin.1_00412; hypothetical protein;-1.000000000000000;false
F01_bin.1_00413; hypothetical protein;-1.000000000000000;false
F01_bin.1_00414; putative zinc protease;-1.000000000000000;false
F01_bin.1_00415; hypothetical protein;-1.000000000000000;false
F01_bin.1_00416; ATP-dependent zinc metalloprotease FtsH;-1.000000000000000;false
F01_bin.1_00417; Glucosylglycerate synthase;-1.000000000000000;false
F01_bin.1_00418; hypothetical protein;-1.000000000000000;false
F01_bin.1_00419; Long-chain-fatty-acid--CoA ligase;-1.000000000000000;false
F01_bin.1_00420; hypothetical protein;-1.000000000000000;false
F01_bin.1_00421; hypothetical protein;-1.000000000000000;false
F01_bin.1_00422; hypothetical protein;-1.000000000000000;false
F01_bin.1_00423; hypothetical protein;-1.000000000000000;false
F01_bin.1_00424; hypothetical protein;-1.000000000000000;false
F01_bin.1_00425; Osmoregulated proline transporter OpuE;-1.000000000000000;false
F01_bin.1_00426; Virginiamycin B lyase;-1.000000000000000;false
F01_bin.1_00427; Methionine aminopeptidase 1, mitochondrial;-1.000000000000000;false
F01_bin.1_00428; putative sulfoacetate transporter SauU;-1.000000000000000;false
F01_bin.1_00429; Acetophenone carboxylase delta subunit;-1.000000000000000;false
F01_bin.1_00430; Acetophenone carboxylase delta subunit;-1.000000000000000;false
F01_bin.1_00431; Virginiamycin B lyase;-1.000000000000000;false
F01_bin.1_00432; hypothetical protein;-1.000000000000000;false
F01_bin.1_00433; hypothetical protein;-1.000000000000000;false
F01_bin.1_00434; putative protein;-1.000000000000000;false
F01_bin.1_00435; Heat shock protein HspQ;-1.000000000000000;false
F01_bin.1_00436; hypothetical protein;-1.000000000000000;false
F01_bin.1_00437; hypothetical protein;-1.000000000000000;false
F01_bin.1_00438; hypothetical protein;-1.000000000000000;false
F01_bin.1_00439; hypothetical protein;-1.000000000000000;false
F01_bin.1_00440; hypothetical protein;-1.000000000000000;false
F01_bin.1_00441; hypothetical protein;-1.000000000000000;false
F01_bin.1_00442; Octanoyltransferase;-1.000000000000000;false
F01_bin.1_00443; hypothetical protein;-1.000000000000000;false
F01_bin.1_00444; hypothetical protein;-1.000000000000000;false
F01_bin.1_00445; hypothetical protein;-1.000000000000000;false
F01_bin.1_00446; hypothetical protein;-1.000000000000000;false
F01_bin.1_00447; Phenolic acid decarboxylase;-1.000000000000000;false
F01_bin.1_00448; Benzoate--CoA ligase;-1.000000000000000;false
F01_bin.1_00449; hypothetical protein;-1.000000000000000;false
F01_bin.1_00450; putative soluble pyridine nucleotide transhydrogenase;-1.000000000000000;false
F01_bin.1_00451; hypothetical protein;-1.000000000000000;false
F01_bin.1_00452; Serine/threonine-protein kinase PknD;-1.000000000000000;false
F01_bin.1_00453; hypothetical protein;-1.000000000000000;false
F01_bin.1_00454; Inward rectifier potassium channel Kirbac3.1;-1.000000000000000;false
F01_bin.1_00455; hypothetical protein;-1.000000000000000;false
F01_bin.1_00456; hypothetical protein;-1.000000000000000;false
F01_bin.1_00457; hypothetical protein;-1.000000000000000;false
F01_bin.1_00458; hypothetical protein;-1.000000000000000;false
F01_bin.1_00459; hypothetical protein;-1.000000000000000;false
F01_bin.1_00460; hypothetical protein;-1.000000000000000;false
F01_bin.1_00461; hypothetical protein;-1.000000000000000;false
F01_bin.1_00462; hypothetical protein;-1.000000000000000;false
F01_bin.1_00463; hypothetical protein;-1.000000000000000;false
F01_bin.1_00464; hypothetical protein;-1.000000000000000;false
F01_bin.1_00465; hypothetical protein;-1.000000000000000;false
F01_bin.1_00466; hypothetical protein;-1.000000000000000;false
F01_bin.1_00467; hypothetical protein;-1.000000000000000;false
F01_bin.1_00468; Protoheme IX farnesyltransferase;-1.000000000000000;false
F01_bin.1_00469; putative oxidoreductase;-1.000000000000000;false
F01_bin.1_00470; Decaprenylphosphoryl-beta-D-ribose oxidase;-1.000000000000000;false
F01_bin.1_00471; putative acyl-CoA dehydrogenase;-1.000000000000000;false
F01_bin.1_00472; Methylated-DNA--protein-cysteine methyltransferase;-1.000000000000000;false
F01_bin.1_00473; hypothetical protein;-1.000000000000000;false
F01_bin.1_00474; hypothetical protein;-1.000000000000000;false
F01_bin.1_00475; hypothetical protein;-1.000000000000000;false
F01_bin.1_00476; hypothetical protein;-1.000000000000000;false
F01_bin.1_00477; hypothetical protein;-1.000000000000000;false
F01_bin.1_00478; Nickel and cobalt resistance protein CnrA;-1.000000000000000;false
F01_bin.1_00479; Bifunctional PGK/TIM;-1.000000000000000;false
F01_bin.1_00480; Fructose-bisphosphate aldolase class 2;-1.000000000000000;false
F01_bin.1_00481; hypothetical protein;-1.000000000000000;false
F01_bin.1_00482; hypothetical protein;-1.000000000000000;false
F01_bin.1_00483; hypothetical protein;-1.000000000000000;false
F01_bin.1_00484; hypothetical protein;-1.000000000000000;false
F01_bin.1_00485; hypothetical protein;-1.000000000000000;false
F01_bin.1_00486; hypothetical protein;-1.000000000000000;false
F01_bin.1_00487; 4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase;-1.000000000000000;false
F01_bin.1_00488; Oxygen-dependent choline dehydrogenase;-1.000000000000000;false
F01_bin.1_00489; hypothetical protein;-1.000000000000000;false
F01_bin.1_00490; hypothetical protein;-1.000000000000000;false
F01_bin.1_00491; hypothetical protein;-1.000000000000000;false
F01_bin.1_00492; hypothetical protein;-1.000000000000000;false
F01_bin.1_00493; hypothetical protein;-1.000000000000000;false
F01_bin.1_00494; hypothetical protein;-1.000000000000000;false
F01_bin.1_00495; hypothetical protein;-1.000000000000000;false
F01_bin.1_00496; hypothetical protein;-1.000000000000000;false
F01_bin.1_00497; hypothetical protein;-1.000000000000000;false
F01_bin.1_00498; hypothetical protein;-1.000000000000000;false
F01_bin.1_00499; Tryptophan synthase alpha chain;-1.000000000000000;false
F01_bin.1_00500; Tryptophan synthase beta chain;-1.000000000000000;false
F01_bin.1_00501; N-(5'-phosphoribosyl)anthranilate isomerase;-1.000000000000000;false
F01_bin.1_00502; Indole-3-glycerol phosphate synthase;-1.000000000000000;false
F01_bin.1_00503; Anthranilate phosphoribosyltransferase 2;-1.000000000000000;false
F01_bin.1_00504; Anthranilate synthase component 2;-1.000000000000000;false
F01_bin.1_00505; hypothetical protein;-1.000000000000000;false
F01_bin.1_00506; Delta(12)-fatty-acid desaturase;-1.000000000000000;false
F01_bin.1_00507; hypothetical protein;-1.000000000000000;false
F01_bin.1_00508; hypothetical protein;-1.000000000000000;false
F01_bin.1_00509; hypothetical protein;-1.000000000000000;false
F01_bin.1_00510; hypothetical protein;-1.000000000000000;false
F01_bin.1_00511; hypothetical protein;-1.000000000000000;false
F01_bin.1_00512; Adenine deaminase;-1.000000000000000;false
F01_bin.1_00513; hypothetical protein;-1.000000000000000;false
F01_bin.1_00514; hypothetical protein;-1.000000000000000;false
F01_bin.1_00515; hypothetical protein;-1.000000000000000;false
F01_bin.1_00516; hypothetical protein;-1.000000000000000;false
F01_bin.1_00517; hypothetical protein;-1.000000000000000;false
F01_bin.1_00518; hypothetical protein;-1.000000000000000;false
F01_bin.1_00519; hypothetical protein;-1.000000000000000;false
F01_bin.1_00520; hypothetical protein;-1.000000000000000;false
F01_bin.1_00521; hypothetical protein;-1.000000000000000;false
F01_bin.1_00522; hypothetical protein;-1.000000000000000;false
F01_bin.1_00523; hypothetical protein;-1.000000000000000;false
F01_bin.1_00524; Lipopolysaccharide assembly protein B;-1.000000000000000;false
F01_bin.1_00525; hypothetical protein;-1.000000000000000;false
F01_bin.1_00526; hypothetical protein;-1.000000000000000;false
F01_bin.1_00527; hypothetical protein;-1.000000000000000;false
F01_bin.1_00528; hypothetical protein;-1.000000000000000;false
F01_bin.1_00529; hypothetical protein;-1.000000000000000;false
F01_bin.1_00530; Nicotinate dehydrogenase subunit A;-1.000000000000000;false
F01_bin.1_00531; hypothetical protein;-1.000000000000000;false
F01_bin.1_00532; hypothetical protein;-1.000000000000000;false
F01_bin.1_00533; hypothetical protein;-1.000000000000000;false
F01_bin.1_00534; hypothetical protein;-1.000000000000000;false
F01_bin.1_00535; Phytoene desaturase (neurosporene-forming);-1.000000000000000;false
F01_bin.1_00536; putative ABC transporter ATP-binding protein;-1.000000000000000;false
F01_bin.1_00537; hypothetical protein;-1.000000000000000;false
F01_bin.1_00538; 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial;-1.000000000000000;false
F01_bin.1_00539; hypothetical protein;-1.000000000000000;false
F01_bin.1_00540; Adenine deaminase;-1.000000000000000;false
F01_bin.1_00541; 3-isopropylmalate dehydrogenase;-1.000000000000000;false
F01_bin.1_00542; hypothetical protein;-1.000000000000000;false
F01_bin.1_00543; hypothetical protein;-1.000000000000000;false
F01_bin.1_00544; Peptidoglycan-associated lipoprotein;-1.000000000000000;false
F01_bin.1_00545; hypothetical protein;-1.000000000000000;false
F01_bin.1_00546; hypothetical protein;-1.000000000000000;false
F01_bin.1_00547; hypothetical protein;-1.000000000000000;false
F01_bin.1_00548; 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit;-1.000000000000000;false
F01_bin.1_00549; tRNA N6-adenosine threonylcarbamoyltransferase;-1.000000000000000;false
F01_bin.1_00550; Methylthioribose-1-phosphate isomerase;-1.000000000000000;false
F01_bin.1_00551; Lipid A export ATP-binding/permease protein MsbA;-1.000000000000000;false
F01_bin.1_00552; hypothetical protein;-1.000000000000000;false
F01_bin.1_00553; hypothetical protein;-1.000000000000000;false
F01_bin.1_00554; hypothetical protein;-1.000000000000000;false
F01_bin.1_00555; Periplasmic trehalase;-1.000000000000000;false
F01_bin.1_00556; Putative transport protein YdiK;-1.000000000000000;false
F01_bin.1_00557; hypothetical protein;-1.000000000000000;false
F01_bin.1_00558; hypothetical protein;-1.000000000000000;false
F01_bin.1_00559; hypothetical protein;-1.000000000000000;false
F01_bin.1_00560; hypothetical protein;-1.000000000000000;false
F01_bin.1_00561; hypothetical protein;-1.000000000000000;false
F01_bin.1_00562; hypothetical protein;-1.000000000000000;false
F01_bin.1_00563; Multidrug resistance protein MdtG;-1.000000000000000;false
F01_bin.1_00564; putative oxidoreductase;-1.000000000000000;false
F01_bin.1_00565; Deoxyhypusine synthase-like protein;-1.000000000000000;false
F01_bin.1_00566; hypothetical protein;-1.000000000000000;false
F01_bin.1_00567; hypothetical protein;-1.000000000000000;false
F01_bin.1_00568; hypothetical protein;-1.000000000000000;false
F01_bin.1_00569; Imidazolonepropionase;-1.000000000000000;false
F01_bin.1_00570; N-substituted formamide deformylase;-1.000000000000000;false
F01_bin.1_00571; N-substituted formamide deformylase;-1.000000000000000;false
F01_bin.1_00572; hypothetical protein;-1.000000000000000;false
F01_bin.1_00573; hypothetical protein;-1.000000000000000;false
F01_bin.1_00574; Foldase protein PrsA;-1.000000000000000;false
F01_bin.1_00575; Peptidoglycan D,D-transpeptidase MrdA;-1.000000000000000;false
F01_bin.1_00576; hypothetical protein;-1.000000000000000;false
F01_bin.1_00577; hypothetical protein;-1.000000000000000;false
F01_bin.1_00578; Cell shape-determining protein MreB;-1.000000000000000;false
F01_bin.1_00579; Polyribonucleotide nucleotidyltransferase;-1.000000000000000;false
F01_bin.1_00580; Pyridinium-3,5-biscarboxylic acid mononucleotide synthase;-1.000000000000000;false
F01_bin.1_00581; DNA primase;-1.000000000000000;false
F01_bin.1_00582; Polyphenol oxidase;-1.000000000000000;false
F01_bin.1_00583; hypothetical protein;-1.000000000000000;false
F01_bin.1_00584; hypothetical protein;-1.000000000000000;false
F01_bin.1_00585; Putative metallo-hydrolase YycJ;-1.000000000000000;false
F01_bin.1_00586; Adenylosuccinate lyase;-1.000000000000000;false
F01_bin.1_00587; hypothetical protein;-1.000000000000000;false
F01_bin.1_00588; hypothetical protein;-1.000000000000000;false
F01_bin.1_00589; hypothetical protein;-1.000000000000000;false
F01_bin.1_00590; hypothetical protein;-1.000000000000000;false
F01_bin.1_00591; Thiol-disulfide oxidoreductase ResA;-1.000000000000000;false
F01_bin.1_00592; Pyrophosphate--fructose 6-phosphate 1-phosphotransferase;-1.000000000000000;false
F01_bin.1_00593; hypothetical protein;-1.000000000000000;false
F01_bin.1_00594; ATP-dependent helicase/deoxyribonuclease subunit B;-1.000000000000000;false
F01_bin.1_00595; hypothetical protein;-1.000000000000000;false
F01_bin.1_00596; hypothetical protein;-1.000000000000000;false
F01_bin.1_00597; hypothetical protein;-1.000000000000000;false
F01_bin.1_00598; hypothetical protein;-1.000000000000000;false
F01_bin.1_00599; hypothetical protein;-1.000000000000000;false
F01_bin.1_00600; ECF RNA polymerase sigma factor SigW;-1.000000000000000;false
F01_bin.1_00601; hypothetical protein;-1.000000000000000;false
F01_bin.1_00602; hypothetical protein;-1.000000000000000;false
F01_bin.1_00603; hypothetical protein;-1.000000000000000;false
F01_bin.1_00604; hypothetical protein;-1.000000000000000;false
F01_bin.1_00605; hypothetical protein;-1.000000000000000;false
F01_bin.1_00606; DNA polymerase I;-1.000000000000000;false
F01_bin.1_00607; RNA polymerase sigma-H factor;-1.000000000000000;false
F01_bin.1_00608; hypothetical protein;-1.000000000000000;false
F01_bin.1_00609; hypothetical protein;-1.000000000000000;false
F01_bin.1_00610; hypothetical protein;-1.000000000000000;false
F01_bin.1_00611; Fructose-1,6-bisphosphate aldolase/phosphatase;-1.000000000000000;false
F01_bin.1_00612; hypothetical protein;-1.000000000000000;false
F01_bin.1_00613; hypothetical protein;-1.000000000000000;false
F01_bin.1_00614; Cobalt-zinc-cadmium resistance protein CzcA;-1.000000000000000;false
F01_bin.1_00615; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase;-1.000000000000000;false
F01_bin.1_00616; Peptidoglycan D,D-transpeptidase FtsI;-1.000000000000000;false
F01_bin.1_00617; Cell division protein FtsL;-1.000000000000000;false
F01_bin.1_00618; Ribosomal RNA small subunit methyltransferase H;-1.000000000000000;false
F01_bin.1_00619; Type II secretion system protein E;-1.000000000000000;false
F01_bin.1_00620; hypothetical protein;-1.000000000000000;false
F01_bin.1_00621; hypothetical protein;-1.000000000000000;false
F01_bin.1_00622; ECF RNA polymerase sigma factor SigW;-1.000000000000000;false
F01_bin.1_00623; ATP-dependent Clp protease ATP-binding subunit ClpX;-1.000000000000000;false
F01_bin.1_00624; Lon protease 1;-1.000000000000000;false
F01_bin.1_00625; putative GTP-binding protein EngB;-1.000000000000000;false
F01_bin.1_00626; hypothetical protein;-1.000000000000000;false
F01_bin.1_00627; tRNA-specific adenosine deaminase;-1.000000000000000;false
F01_bin.1_00628; hypothetical protein;-1.000000000000000;false
F01_bin.1_00629; hypothetical protein;-1.000000000000000;false
F01_bin.1_00630; Sulfate transport system permease protein CysT;-1.000000000000000;false
F01_bin.1_00631; hypothetical protein;-1.000000000000000;false
F01_bin.1_00632; hypothetical protein;-1.000000000000000;false
F01_bin.1_00633; Phospho-2-dehydro-3-deoxyheptonate aldolase;-1.000000000000000;false
F01_bin.1_00634; putative GMC-type oxidoreductase;-1.000000000000000;false
F01_bin.1_00635; Acetyl esterase;-1.000000000000000;false
F01_bin.1_00637; hypothetical protein;-1.000000000000000;false
F01_bin.1_00638; Superoxide dismutase-like protein YojM;-1.000000000000000;false
F01_bin.1_00639; hypothetical protein;-1.000000000000000;false
F01_bin.1_00640; Protein PafC;-1.000000000000000;false
F01_bin.1_00641; Protein PafB;-1.000000000000000;false
F01_bin.1_00642; hypothetical protein;-1.000000000000000;false
F01_bin.1_00643; hypothetical protein;-1.000000000000000;false
F01_bin.1_00644; Peptidoglycan-associated lipoprotein;-1.000000000000000;false
F01_bin.1_00645; putative zinc protease;-1.000000000000000;false
F01_bin.1_00646; putative zinc protease;-1.000000000000000;false
F01_bin.1_00647; Segregation and condensation protein A;-1.000000000000000;false
F01_bin.1_00648; Segregation and condensation protein B;-1.000000000000000;false
F01_bin.1_00649; Ribosomal large subunit pseudouridine synthase B;-1.000000000000000;false
F01_bin.1_00650; hypothetical protein;-1.000000000000000;false
F01_bin.1_00651; Riboflavin biosynthesis protein RibBA;-1.000000000000000;false
F01_bin.1_00652; dITP/XTP pyrophosphatase;-1.000000000000000;false
F01_bin.1_00653; Ribonuclease PH;-1.000000000000000;false
F01_bin.1_00654; hypothetical protein;-1.000000000000000;false
F01_bin.1_00655; hypothetical protein;-1.000000000000000;false
F01_bin.1_00656; UDP-3-O-acyl-N-acetylglucosamine deacetylase;-1.000000000000000;false
F01_bin.1_00657; hypothetical protein;-1.000000000000000;false
F01_bin.1_00658; hypothetical protein;-1.000000000000000;false
F01_bin.1_00659; hypothetical protein;-1.000000000000000;false
F01_bin.1_00660; L-threo-3-hydroxyaspartate ammonia-lyase;-1.000000000000000;false
F01_bin.1_00661; hypothetical protein;-1.000000000000000;false
F01_bin.1_00662; hypothetical protein;-1.000000000000000;false
F01_bin.1_00663; hypothetical protein;-1.000000000000000;false
F01_bin.1_00664; hypothetical protein;-1.000000000000000;false
F01_bin.1_00665; Lipoprotein-releasing system transmembrane protein LolE;-1.000000000000000;false
F01_bin.1_00666; Mycothiol S-conjugate amidase;-1.000000000000000;false
F01_bin.1_00667; N-acetyl-alpha-D-glucosaminyl L-malate synthase;-1.000000000000000;false
F01_bin.1_00668; N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1;-1.000000000000000;false
F01_bin.1_00669; Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase;-1.000000000000000;false
F01_bin.1_00670; Dodecaprenyl-phosphate galacturonate synthase;-1.000000000000000;false
F01_bin.1_00671; hypothetical protein;-1.000000000000000;false
F01_bin.1_00672; Carbamoyl-phosphate synthase large chain;-1.000000000000000;false
F01_bin.1_00673; Bifunctional protein GlmU;-1.000000000000000;false
F01_bin.1_00674; hypothetical protein;-1.000000000000000;false
F01_bin.1_00675; GMP synthase [glutamine-hydrolyzing];-1.000000000000000;false
F01_bin.1_00676; hypothetical protein;-1.000000000000000;false
F01_bin.1_00677; hypothetical protein;-1.000000000000000;false
F01_bin.1_00678; hypothetical protein;-1.000000000000000;false
F01_bin.1_00679; hypothetical protein;-1.000000000000000;false
F01_bin.1_00680; Lipopolysaccharide core heptosyltransferase RfaQ;-1.000000000000000;false
F01_bin.1_00681; Bifunctional protein HldE;-1.000000000000000;false
F01_bin.1_00682; hypothetical protein;-1.000000000000000;false
F01_bin.1_00683; GTPase Obg;-1.000000000000000;false
F01_bin.1_00684; hypothetical protein;-1.000000000000000;false
F01_bin.1_00685; Oxygen-dependent choline dehydrogenase;-1.000000000000000;false
F01_bin.1_00686; Acetyltransferase;-1.000000000000000;false
F01_bin.1_00687; hypothetical protein;-1.000000000000000;false
F01_bin.1_00688; hypothetical protein;-1.000000000000000;false
F01_bin.1_00689; hypothetical protein;-1.000000000000000;false
F01_bin.1_00690; hypothetical protein;-1.000000000000000;false
F01_bin.1_00691; hypothetical protein;-1.000000000000000;false
F01_bin.1_00692; hypothetical protein;-1.000000000000000;false
F01_bin.1_00693; hypothetical protein;-1.000000000000000;false
F01_bin.1_00694; Elongation factor P;-1.000000000000000;false
F01_bin.1_00695; Electron transfer flavoprotein-ubiquinone oxidoreductase;-1.000000000000000;false
F01_bin.1_00696; Twitching mobility protein;-1.000000000000000;false
F01_bin.1_00697; Twitching mobility protein;-1.000000000000000;false
F01_bin.1_00698; hypothetical protein;-1.000000000000000;false
F01_bin.1_00699; Glucokinase;-1.000000000000000;false
F01_bin.1_00700; 6-phosphogluconolactonase;-1.000000000000000;false
F01_bin.1_00701; hypothetical protein;-1.000000000000000;false
F01_bin.1_00702; Glucose-6-phosphate 1-dehydrogenase 2;-1.000000000000000;false
F01_bin.1_00703; Acetophenone carboxylase gamma subunit;-1.000000000000000;false
F01_bin.1_00704; Acetophenone carboxylase delta subunit;-1.000000000000000;false
F01_bin.1_00705; hypothetical protein;-1.000000000000000;false
F01_bin.1_00706; hypothetical protein;-1.000000000000000;false
F01_bin.1_00707; hypothetical protein;-1.000000000000000;false
F01_bin.1_00708; hypothetical protein;-1.000000000000000;false
F01_bin.1_00709; hypothetical protein;-1.000000000000000;false
F01_bin.1_00710; Bifunctional F420 biosynthesis protein FbiB;-1.000000000000000;false
F01_bin.1_00711; Phosphoenolpyruvate guanylyltransferase;-1.000000000000000;false
F01_bin.1_00712; Phosphoenolpyruvate transferase;-1.000000000000000;false
F01_bin.1_00713; hypothetical protein;-1.000000000000000;false
F01_bin.1_00714; hypothetical protein;-1.000000000000000;false
F01_bin.1_00715; hypothetical protein;-1.000000000000000;false
F01_bin.1_00716; Macrolide export ATP-binding/permease protein MacB;-1.000000000000000;false
F01_bin.1_00717; Lipoprotein-releasing system ATP-binding protein LolD;-1.000000000000000;false
F01_bin.1_00718; hypothetical protein;-1.000000000000000;false
F01_bin.1_00719; Outer-membrane lipoprotein carrier protein;-1.000000000000000;false
F01_bin.1_00720; Serine/threonine-protein kinase PknD;-1.000000000000000;false
F01_bin.1_00721; hypothetical protein;-1.000000000000000;false
F01_bin.1_00722; hypothetical protein;-1.000000000000000;false
F01_bin.1_00723; hypothetical protein;-1.000000000000000;false
F01_bin.1_00724; hypothetical protein;-1.000000000000000;false
F01_bin.1_00725; Methanethiol S-methyltransferase;-1.000000000000000;false
F01_bin.1_00726; hypothetical protein;-1.000000000000000;false
F01_bin.1_00727; Purine efflux pump PbuE;-1.000000000000000;false
F01_bin.1_00728; hypothetical protein;-1.000000000000000;false
F01_bin.1_00729; hypothetical protein;-1.000000000000000;false
F01_bin.1_00730; hypothetical protein;-1.000000000000000;false
F01_bin.1_00731; hypothetical protein;-1.000000000000000;false
F01_bin.1_00732; hypothetical protein;-1.000000000000000;false
F01_bin.1_00733; Thiol-disulfide oxidoreductase ResA;-1.000000000000000;false
F01_bin.1_00734; hypothetical protein;-1.000000000000000;false
F01_bin.1_00735; hypothetical protein;-1.000000000000000;false
F01_bin.1_00736; hypothetical protein;-1.000000000000000;false
F01_bin.1_00737; hypothetical protein;-1.000000000000000;false
F01_bin.1_00738; hypothetical protein;-1.000000000000000;false
F01_bin.1_00739; hypothetical protein;-1.000000000000000;false
F01_bin.1_00740; hypothetical protein;-1.000000000000000;false
F01_bin.1_00741; hypothetical protein;-1.000000000000000;false
F01_bin.1_00742; hypothetical protein;-1.000000000000000;false
F01_bin.1_00743; Cation efflux system protein CusB;-1.000000000000000;false
F01_bin.1_00744; Protein translocase subunit SecA;-1.000000000000000;false
F01_bin.1_00745; hypothetical protein;-1.000000000000000;false
F01_bin.1_00746; Sensor histidine kinase RcsC;-1.000000000000000;false
F01_bin.1_00747; Transcriptional regulatory protein WalR;-1.000000000000000;false
F01_bin.1_00748; hypothetical protein;-1.000000000000000;false
F01_bin.1_00749; hypothetical protein;-1.000000000000000;false
F01_bin.1_00750; hypothetical protein;-1.000000000000000;false
F01_bin.1_00751; hypothetical protein;-1.000000000000000;false
F01_bin.1_00752; Diaminopimelate epimerase;-1.000000000000000;false
F01_bin.1_00753; Carboxypeptidase G2;-1.000000000000000;false
F01_bin.1_00754; Isocitrate dehydrogenase [NADP];-1.000000000000000;false
F01_bin.1_00755; hypothetical protein;-1.000000000000000;false
F01_bin.1_00756; hypothetical protein;-1.000000000000000;false
F01_bin.1_00757; RNA polymerase sigma factor RpoD;-1.000000000000000;false
F01_bin.1_00758; Cyclic AMP receptor protein;-1.000000000000000;false
F01_bin.1_00759; hypothetical protein;-1.000000000000000;false
F01_bin.1_00760; hypothetical protein;-1.000000000000000;false
F01_bin.1_00761; Putative cysteine ligase BshC;-1.000000000000000;false
F01_bin.1_00762; hypothetical protein;-1.000000000000000;false
F01_bin.1_00763; hypothetical protein;-1.000000000000000;false
F01_bin.1_00764; hypothetical protein;-1.000000000000000;false
F01_bin.1_00765; hypothetical protein;-1.000000000000000;false
F01_bin.1_00766; Adaptive-response sensory-kinase SasA;-1.000000000000000;false
F01_bin.1_00767; Transcriptional regulatory protein CpxR;-1.000000000000000;false
F01_bin.1_00768; Intermembrane phospholipid transport system permease protein MlaE;-1.000000000000000;false
F01_bin.1_00769; hypothetical protein;-1.000000000000000;false
F01_bin.1_00770; hypothetical protein;-1.000000000000000;false
F01_bin.1_00771; Chorismate synthase;-1.000000000000000;false
F01_bin.1_00772; Peptide deformylase;-1.000000000000000;false
F01_bin.1_00773; Methionyl-tRNA formyltransferase;-1.000000000000000;false
F01_bin.1_00774; Ribosomal RNA small subunit methyltransferase B;-1.000000000000000;false
F01_bin.1_00775; hypothetical protein;-1.000000000000000;false
F01_bin.1_00777; Diacylglycerol kinase;-1.000000000000000;false
F01_bin.1_00778; hypothetical protein;-1.000000000000000;false
F01_bin.1_00779; hypothetical protein;-1.000000000000000;false
F01_bin.1_00780; hypothetical protein;-1.000000000000000;false
F01_bin.1_00781; hypothetical protein;-1.000000000000000;false
F01_bin.1_00782; Glucosyl-3-phosphoglycerate/mannosyl-3-phosphoglycerate phosphatase;-1.000000000000000;false
F01_bin.1_00783; 7-cyano-7-deazaguanine synthase;-1.000000000000000;false
F01_bin.1_00784; hypothetical protein;-1.000000000000000;false
F01_bin.1_00785; hypothetical protein;-1.000000000000000;false
F01_bin.1_00786; hypothetical protein;-1.000000000000000;false
F01_bin.1_00787; hypothetical protein;-1.000000000000000;false
F01_bin.1_00788; hypothetical protein;-1.000000000000000;false
F01_bin.1_00789; Acetophenone carboxylase gamma subunit;-1.000000000000000;false
F01_bin.1_00790; Acetophenone carboxylase delta subunit;-1.000000000000000;false
F01_bin.1_00791; hypothetical protein;-1.000000000000000;false
F01_bin.1_00792; Methionine aminotransferase;-1.000000000000000;false
F01_bin.1_00793; DNA polymerase/3'-5' exonuclease PolX;-1.000000000000000;false
F01_bin.1_00794; hypothetical protein;-1.000000000000000;false
F01_bin.1_00795; hypothetical protein;-1.000000000000000;false
F01_bin.1_00796; hypothetical protein;-1.000000000000000;false
F01_bin.1_00797; hypothetical protein;-1.000000000000000;false
F01_bin.1_00798; hypothetical protein;-1.000000000000000;false
F01_bin.1_00799; hypothetical protein;-1.000000000000000;false
F01_bin.1_00800; Tryptophan synthase beta chain;-1.000000000000000;false
F01_bin.1_00801; Aspartate kinase;-1.000000000000000;false
F01_bin.1_00802; hypothetical protein;-1.000000000000000;false
F01_bin.1_00803; hypothetical protein;-1.000000000000000;false
F01_bin.1_00804; hypothetical protein;-1.000000000000000;false
F01_bin.1_00805; NADPH-ferredoxin reductase FprA;-1.000000000000000;false
F01_bin.1_00806; hypothetical protein;-1.000000000000000;false
F01_bin.1_00807; hypothetical protein;-1.000000000000000;false
F01_bin.1_00808; hypothetical protein;-1.000000000000000;false
F01_bin.1_00809; Protease 4;-1.000000000000000;false
